id,title
"7747759","How do I set the shell to bash for run in Capistrano?"
"3430569","Globbing/pathname expansion with colon as separator"
"9720168","Shell Script, read on same line after echoing a message"
"19463334","How to get time since file was last modified in seconds with bash?"
"10166173","Git server's host key not cached in registry - GitHub.com"
"11655770","Bash scripting, looping through a environmental variable path list?"
"21789148","Difference between Cron and Crontab?"
"24781739","Customizing bash completion output: each suggestion on a new line"
"9985330","How can I get awk to print without white space?"
"17363030","How do I insert a newline/linebreak after a line using sed"
"10031344","Why is this pipe terminated?"
"1358920","Measure disk space of certain file types in aggregate"
"3276247","Is there a hook in Bash to find out when the cwd changes?"
"5922696","Add missing newlines in multiple files"
"7058273","How do I get bash on OS X Lion to ignore .DS_Store files during tab completion?"
"3928430","Struggling to parse (bash) time command"
"13551840","bash flock: Why 200?"
"3538592","Making an executable bash file run when clicked"
"8122779","Is it necessary to specify traps other than EXIT?"
"38866883","How to use positional parameters with ""bash -c"" command?"
"9666102","bash double bracket issue"
"18180581","subtract days from a date in bash"
"460047","How do I determine if a directory is an NFS mount point in shellscript"
"369697","Command line to delete all ClearCase view-private files"
"7265272","How to list files in directory using bash?"
"5429840","Eliminate duplicate lines and keep the last one"
"16327355","bash script assign grep count to variable"
"13373984","how to replace a variable in shell script string"
"8347359","List all files modified in last 5 minutes excluding .svn directories"
"10460224","Remove all files in a directory (do not touch any folders or anything within them)"
"30543409","How to check if a Docker image with a specific tag exist locally?"
"13260969","Prevent bash alias from evaluating statement at shell start"
"6041596","how to output file names surrounded with quotes in SINGLE line?"
"928667","Is there a command-line shortcut for "">/dev/null 2>&1"""
"17268113","Reading input files by line using read command in shell scripting skips last line"
"5460923","Run BASH built-in commands in Python?"
"25288194","Don't display pushd/popd stack accross several bash scripts (quiet pushd/popd)"
"23663963","Split string into multiple variables in Bash"
"3966820","Bash script to find the frequency of every letter in a file"
"463913","How would you represent EOF in bash?"
"5917439","Bash bad substitution with subshell and substring"
"15867557","Finding gaps sequential numbers"
"26505980","Github permission denied: ssh add agent has no identities"
"1016404","Can a bash function be used in different scripts?"
"965663","Useful BASH code snippets"
"4132510","How to test that a variable starts with a string in bash?"
"15143863","Bash colon operator in variable substitution?"
"4126869","Bash command to delete all but last 5 directories"
"19339248","append line to /etc/hosts file with shell script"
"4249878","How do I change file permission to a certain file pattern to sub folders of my current directory?"
"14691680","Colorize tail output"
"3300633","check if a line is empty using bash"
"4109589","Remove all whitespaces in a file- Linux"
"9393607","Find and replace filename recursively in a directory"
"4609668","override variable in bash script from command line"
"16011245","Source files in a bash script."
"9741433","Appending a line break to an output file in a shell script"
"8019617","how to write finding output to same file using awk command"
"7126752","What is the difference between ""else if"" and ""elif"" in bash?"
"15508118","Cannot install NPM using curl"
"12296308","Shell script working fine without shebang line? Why?"
"11087499","Bash how do you capture stderr to a variable?"
"4467735","How to find substring inside a string (or how to grep a variable)?"
"10493505","How to prevent bash completion from replacing a character when tab completing"
"11687054","Split access.log file by dates using command line tools"
"9969414","Always include first line in grep"
"7057234","bash flock: exit if can't acquire lock"
"657846","How do I write non-ASCII characters using echo?"
"7268437","Bash script execution with and without shebang in Linux and BSD"
"2424770","Floating Point Comparison in Shell Script"
"1821886","Check if Mac process is running using Bash by process name"
"2175647","Is it possible to detect *which* trap signal in bash?"
"10963653","What method should I use to write error messages to 'stderr' using 'printf' in a bash script?"
"10782699","How to set 4 space tab in bash"
"15839723","Awk OR statement"
"21331042","When does command substitution spawn more subshells than the same commands in isolation?"
"18743284","Batch rename files"
"4489139","Bash process substitution and syncing"
"2552130","Bash: evaluate a mathematical term?"
"4234347","Bash true numerical order"
"8385618","Using ""cmp"" to compare two binaries"
"11970658","Cygwin: color coding and branch info for git?"
"1199613","Extract filename and path from URL in bash script"
"4334467","Cygwin: using a path variable containing a windows path (with a space in it)"
"17015449","How do I run .sh or .bat files from Terminal?"
"4349082","Match all files under all nested directories with shell globbing"
"5858877","Is there an advantage to using Bash over Perl or Python?"
"1724032","Shell variable with spaces , quoting for single command line option"
"6073305","Weird behaviour of a bash script"
"9134003","Binary Data Posting with curl"
"574695","How does ""while (sleep 100 &!) do; done"" work in zsh, and how could it be replicated in bash?"
"5099119","Adding a zero to single digit variable"
"6790631","Use the contents of a file to replace a string using SED"
"6619619","Awk consider double quoted string as one token and ignore space in between"
"9079952","Combine output of two concurrent programs with bash"
"21336126","Linux bash script to extract IP address"
"7824946","How to enable User Account SMB sharing from terminal on Mac OS X?"
"19728933","Continue looping over submodules with the ""git submodule foreach"" command after a non-zero exit"
"24069173","Recursive cat all the files into single file"
"5955031","Bash: check if hostname is v-q* how to use wildcards?"
"12718801","Echo some command lines in a shell script (echo on for single command)"
"6828130","How can I use tail to view a log file that is frequently recreated"
"8993655","Can a bash script run simultaneous commands then wait for them to complete?"
"11042473","How to call a Bash script from VBA (Excel)"
"18716658","What's the difference between tempfile and mktemp?"
"1330136","Script to recursively delete CVS directory on server"
"776071","Surprise! the shell suggests command line switches"
"11546765","How to get the PID of a process by giving the process name in Mac OS X ?"
"2561946","Add/remove xml tags using a bash script"
"5418908","view a particular line of a file denoted by a number"
"19943482","Configure shell to always print prompt on new line, like zsh"
"2732","Shell scripting input redirection oddities"
"794516","Convert xargs Bash command to PowerShell?"
"9940732","How to run AVD Manager on Mac"
"4465930","Prevent Gnome Terminal From Exiting After Execution"
"9248034","Cygwin gitk issue"
"5946873","Include non-0 exit codes in the subsequent bash prompt"
"4412029","Generate script in bash and save it to location requiring sudo"
"685435","bash stacktrace"
"13659318","How to remove space from string?"
"2972765","linux script that monitors file changes within folders (like autospec does!)"
"29465612","how to detect invalid utf8 unicode/binary in a text file"
"20267910","How to add a line in sed if not match is found"
"4040313","Find file ending with .sh OR .bin"
"24254064","how to get curl to output only http response body (json) and no other headers etc"
"12317483","Array of arrays in bash"
"6681624","How to handle shell expansions in GNU Make under Ubuntu?"
"1753366","Redirect output to a bash array"
"1310422","How to do something to every file in a directory using bash?"
"10309968","sed search and replace strings containing /"
"11900828","store return value of a Python script in a bash script"
"7109720","Behavior of return statement in bash functions"
"8607473","BASH and/or .BASHRC not working properly after SU or SSH login unless run ""bash"" command"
"13826149","How have both local and remote variable inside an SSH command"
"14141008","""grep"" offset of ascii string from binary file"
"28330907","How to use AWS S3 CLI to dump files to stdout in BASH?"
"27397865","How to write stdout to file with colors?"
"5796615","How can I add a string to the beginning of each file in a folder in bash?"
"20033648","How to run mysql command on bash?"
"10036255","Is there a good way to replace home directory with tilde in bash?"
"3923623","How to echo a variable containing an unescaped dollar sign in bash"
"7535677","bash: passing paths with spaces as parameters?"
"4764383","Arguments passed into for loop in bash script"
"3830823","Hiding secret from command line parameter on Unix"
"10806357","Associative arrays are local by default"
"3727866","Linux change group permission to match owner permissions"
"4332478","Read the current text color in a xterm"
"19296190","rsync: --include-from vs. --exclude-from what is the actual difference?"
"9340129","Test stdout and stderr redirection in bash script"
"19955260","What is </dev/null in bash?"
"6235034","Vi keybindings for R command line like in Bash"
"20091681","Sending message via terminal to another logged on user BASH programming"
"3900496","Using shell script to insert data into remote MYSQL database"
"869589","Why ssh fails from crontab but succedes when executed from a command line?"
"8544197","Splitting a file in linux based on content"
"8991275","escaping newlines in sed replacement string"
"8554568","Add a big buffer to a pipe between two commands"
"5542016","bash user input if"
"17621798","Linux process in background - ""Stopped"" in jobs?"
"36667502","Why does Perl's print fail to output anything to STDOUT and STDERR, but writes to a file successfully?"
"3683910","executing shell command in background from script"
"5183199","How print last commit info for every file in a git repository"
"17307800","How to run given function in Bash in parallel?"
"10406926","How to Change Default Virtualenvwrapper Prompt"
"16778667","How to use SED to find and replace URL strings with the ""/"" character in the targeted strings?"
"10228073","Looking for a way automate the ""bump version"" with git flow"
"4998290","How to find all file extensions in directory?"
"2755795","How do I pass in the asterisk character '*' in bash as arguments to my C program?"
"32841846","Get the return code of a C program in my shell program"
"13638670","Adding Counter in shell script"
"24058544","Speed up rsync with Simultaneous/Concurrent File Transfers?"
"8653126","How to increment version number in a shell script?"
"4493063","Best practice for Bash start-up files on a Mac"
"4667887","Colorize filename according to svn status"
"3743793","Makefile - Why is the read command not reading the user input?"
"26666503","Failing to send commands to a TMUX session from PHP"
"2106526","How can I grep complex strings in variables?"
"20294918","extract file contents into array using bash scripting"
"25577074","Iterate through list of filenames in order they were created in bash"
"6087494","Bash inserting quotes into string before execution"
"1744595","Extract the last directory of a pwd output"
"10835933","Preserve Quotes in bash arguments"
"21407235","Null & empty string comparision in Unix Bash Shell Script"
"15028567","Bash array; get index from value"
"9832393","how to bash script format unix time to string"
"4290684","Using named pipes with bash - Problem with data loss"
"24173330","CMake is not able to find BOOST libraries"
"922449","How can I replace mutliple empty lines with a single empty line in bash?"
"28414979","Get lengths of zeroes (interrupted by ones)"
"18809614","Execute a shell script in current shell with sudo permission"
"21057895","How can i upload file by command line via sftp?"
"9800405","Generate dummy files in bash"
"1636363","Getting current path in variable and using it"
"2765253","Git Status Across Multiple Repositories on a Mac"
"9938649","Indirect variable assignment in bash"
"4923834","How to `ls` only one level deep?"
"2710790","how to source a csh script in bash to set the enviroment"
"14718720","How can I scp a file with a colon in the file name?"
"2977536","Deleting a folder that contains symlinks"
"2752654","How to store and echo multiple lines elegantly in bash?"
"34888361","Kill all R processes that hang for longer than a minute"
"6064533","Can anyone explain this syntax?"
"17968020","How to match digits in regex"
"13254425","Using variable as case pattern in Bash"
"8146249","Jekyll - command not found"
"8841116","vim -- not recognizing aliases when in interactive mode?"
"11989373","Bash - testing if a string is 'greater' than another - how does it work internally?"
"8005348","Why doesn't Fabric see my .bash_profile?"
"7834667","Self deleting bash script"
"3420280","can I run 'su' in the middle of a bash script?"
"5436899","how do i start commands in new terminals in BASH script"
"17338863","Split a string (stored in a variable) into multiple words using spaces but not the spaces within double quotes"
"15606296","Bash: file descriptors"
"2162914","Why do I have to press Ctrl+D twice to close stdin?"
"13468481","When to use set -e"
"8514284","Bash - How to pass arguments to a script that is read via standard input"
"5137726","Creating permanent executable aliases"
"7359652","How to insert an environment variable inside the bash prompt"
"1007538","Check if a function exists from a bash script"
"8505335","Hiding GitHub token in .gitconfig"
"33217564","Move whole line up/down shortcut in nano (analogue to intelliJ or Visual Studio)"
"11426529","reading output of command into array in bash"
"5935742","How to ignore all lines before a match occurs in bash?"
"19115156","Show commands without executing them"
"6441509","how to write a process-pool bash shell"
"5991732","Get all directories comma separated and send output to other script"
"8254120","How to escape a single quote in single quote string in Bash?"
"19733437","if compare strings get a ""command not found""-Error"
"21763904","Linux find and grep command together"
"14871147","How to exit from find -exec if it fails on one of the files"
"17997214","Why does the redirection symbol change the behavior of ls?"
"14693100","Pass args for script when going thru pipe"
"5207013","BASH - Check if PID Exists"
"2641004","Bash script if statements"
"24849998","How to catch exception output from Python subprocess.check_output()?"
"8562782","Remove empty lines from txtfiles, remove spaces from start and end of line"
"5724646","How to pipe input to Java program with bash"
"10053678","Escaping characters in bash (for JSON)"
"8916690","What happens if a user exits browser or change page before AJAX request is over"
"4324923","Bash: sort numbers with exponents"
"4351282","How to generate a sequence of dates given starting and ending dates using AWK of BASH scripts?"
"13710806","String replace this shell variable?"
"6426142","How to append a string to each element of a Bash array?"
"2135770","Bash for loop with wildcards and hidden files"
"11232039","Generate Yii translation message files"
"10941055","How do I make Bash' tab complete automatically cycle through options OSX"
"1440967","How do I make sure my bash script isn't already running?"
"7278796","Bash git alias tab completion error"
"10696222","How to make javascript support shebang(#!)?"
"6011661","regexp (sed) suppress ""no match"" output"
"14095011","Using awk to align columns in text file?"
"17790123","Shell script - trying to validate if a git tag exists in a git repository in an if/else statement"
"16659590","xcode doesn't seem to execute my scheme's post-action"
"23162299","How to get the last part of dirname in bash"
"6930295","set -e and short tests"
"2782602","BASH: How to remove all files except those named in a manifest?"
"15135430","Display only the n'th match of grep"
"2625783","Listing defined functions in bash"
"13804965","How to tee to stderr?"
"12187859","Create new file but add number if filename already exists in bash"
"8886683","Read stdin for user input when a file is already redirected to stdin"
"9636350","Using imagemagick how can i slice up an image into several separate images?"
"27305177","How can I remove the last character of a file in unix?"
"5627179","syntax of for loop in linux shell scripting"
"13858912","Piping tail output though grep twice"
"11475221","Why do I get ""/bin/sh: Argument list too long"" when passing quoted arguments?"
"23524661","How can I calculate pi using Bash command"
"19724531","How to remove all non-numeric characters from a string in BASH?"
"9994295","What does $@ mean in a shell script?"
"2731883","echo that shell-escapes arguments"
"7910582","Checking file owner permissions"
"38090455","What is the simplest way to make matplotlib in OSX work in a virtual environment?"
"9988125","Shebang pointing to script (also having shebang) is effectively ignored"
"17682934","Linux Terminal: typing feedback gone, line breaks not displayed"
"13282786","List files over a specific size in current directory and all subdirectories"
"4434797","Read a config file in BASH without using ""source"""
"12321469","Retry a Bash command with timeout"
"11541568","How to do float comparison in Bash?"
"20055398","Is it possible to get commit logs/messages of a remote git repo without git clone"
"7575267","extract data from log file in specified range of time"
"5697866","How do I change the color of my Terminal.App when I log into my production remote on Heroku?"
"15105135","Bash capturing output of awk into array"
"243750","How can I automate running commands remotely over SSH?"
"3222974","Linux shell (bash) on vi's splitview"
"3964254","bash script to run in 5 minutes"
"2979609","Is there a good free (prefrerably PDF) bash tutorial online?"
"12806176","Checking for installed packages and if not found install"
"8350942","how to re-run the ""curl"" command automatically when the error occurs"
"11165182","Bash - Difference Between two lists"
"3098713","How to make AWK use the variable created in Bash Script"
"7383144","What does ""$?"" give us exactly in a shell script?"
"31578446","Running a script inside a docker container using shell script"
"4494336","How do you store a list of directories into an array in Bash (and then print them out)?"
"10813863","While executing shell scripts, how to know which line number it's executing,"
"16309942","Grep lines for numbers greater than given number"
"10379795","How to display only different rows using diff (bash)"
"30184056","Unrecognized commands in bash are captured by the python interpreter"
"5127954","Echo changes my tabs to spaces"
"2635360","ssh-keygen accepting stdin"
"14707307","How to use bash $(awk) in single ssh-command?"
"331642","How to make ssh to kill remote process when I interrupt ssh itself?"
"8645546","for name in `ls ` and filenames with spaces"
"17028143","Regular Expression in Bash Script"
"12230762","Insert characters Into a string in bash?"
"4453760","How to escape plus sign on mac os x (BSD) sed?"
"7359204","Git command line - know if in submodule?"
"12517519","How to redirect stdout+stderr to one file while keeping streams separate?"
"4937626","bash tab completion without variable expansion?"
"11023929","Using the ""alternate screen"" in a bash script"
"9985528","How can I trim white space from a variable in awk?"
"697776","abstracting the conversion between id3 tags, m4a tags, flac tags"
"9096959","how to specify error log file and output file in qsub"
"21125094","How to pipe input to sublimetext on linux?"
"21151178","Shell script to check if specified Git branch exists?"
"16165063","What is the meaning of !#:3?"
"15041473","Get the latest file in directory"
"27787536","how to pass a variable containing slashes to sed"
"11965347","XML formatting Indentation Tags Matching - Linux"
"4857702","How to provide password to a command that prompts for one in bash?"
"6250698","How to decode URL-encoded string in shell?"
"13122441","How do I ""read"" a variable on a while loop"
"15466383","How to detect if a Node.js script is running through a shell pipe?"
"9490872","Is wget or similar programs always available on POSIX systems?"
"3215742","How to log output in bash and see it in the terminal at the same time?"
"8061475","Split one file into multiple files based on pattern"
"16131321","Shell script using curl to loop through urls"
"15179446","""bash: Bad substitution"" when using code in .sh file"
"4664229","Here document as an argument to bash function"
"7218781","replace newline character in bash variable?"
"1036008","zip columns from separate files together in bash"
"14004756","read stdin in function in bash script"
"25328818","python 2.7: cannot pip on windows ""bash: pip: command not found"""
"11238457","Disable and re-enable address space layout randomization only for myself"
"13762370","Assigning to a positional parameter"
"5754845","“set -e” in a function"
"6833582","pass output as an argument for cp in bash"
"1819187","Test a file date with bash"
"3470063","Extract 1 file from tar.gz with bash"
"10207354","How to remove all of the diacritics from a file?"
"7756609","pass stdout as file name for command line util? [answer: use named pipes]"
"14964529","Could someone explain this try/catch alternative in bash?"
"21943962","How to see details of Django errors with Gunicorn?"
"8921496","Shell Script to download youtube files from playlist"
"7268560","Change GIT repository to shared"
"34847981","Curl with multiline of JSON"
"3852616","xargs with command that open editor leaves shell in weird state"
"9953448","How to remove all white spaces from a given text file"
"10574969","How do I install Bash >= 3.2.25 on Mac OS X 10.5.8?"
"12133062","Formatting lists with the column command in *nix"
"31253198","reverse a file in Unix shell"
"9907200","How to minify/obfuscate a bash script"
"3251550","How to change argv0 in bash so command shows up with different name in ps?"
"4293111","PostgreSQL - pg_config -bash: pg_config: command not found"
"19955775","error: command 'gcc' failed with exit status 1 on CentOS"
"11672682","Bash Script, Kill proccess by pulling from PID file"
"2497675","running a bash script from a make file"
"3301694","Running R Scripts with Plots"
"14338416","cutting last n character in a string using shell script"
"10180128","SSH: Don't prompt for password in shell script"
"4547789","command line arguments in bash to Rscript"
"13255642","Preserve color when outputing with tee"
"17430470","Sort a tab delimited file based on column sort command bash"
"8756535","conditional redirection in bash"
"4511403","Bash: Create a file if it does not exist, otherwise check to see if it is writeable"
"5848832","Directory based environment variable scope - how to implement?"
"4816635","How do I access arguments to functions if there are more than 9 arguments?"
"3193720","unix sorting, with primary and secondary keys"
"5608112","Escape FileNames Using The Same Way Bash Do It"
"5133552","Service doesn't support chkconfig"
"638802","number of tokens in bash variable"
"25693638","Recursively find files with a specific extension Linux command"
"2875424","Correct to check for a command line flag in bash"
"10942825","Bash loop, print current iteration?"
"21994590","Unable to execute Laravel artisan commands"
"4411080","How can I change the extension name in a string with bash?"
"14027030","bash localization won't work with multilines strings (with strong syntax or through `eval`)"
"9792702","does bash support word boundary regular expressions?"
"7730562","How to set up Beanstalkd with PHP"
"7454526","bash - variable containing multiple args with quotes"
"9767644","bash test if string has non whitespace characters"
"12316167","does linux shell support list data structure?"
"571368","How can I use bash syntax in Perl's system()?"
"6149679","BASH: need some help with multidimensional associative arrays"
"13774784","How do I use shell variables in Makefile actions?"
"17458528","Why does this snippet with a shebang #!/bin/sh and exec python inside 4 single quotes work?"
"10594786","Bash prompt history issue"
"10743026","How to display last command that failed when using bash set -e?"
"9849794","mv equivalent rsync command"
"3472287","How do you tell if the current terminal session is in GNU screen?"
"6398364","Parsing mobileprovision files in bash?"
"7141331","Pipe input to Python program and later get input from user"
"9254938","Comparing command-line parameter to a string"
"8906187","How to skip the first argument in $@?"
"2746707","using bash: write bit representation of integer to file"
"2634590","bash script variable inside variable"
"12511895","Curl ""write out"" value of specific header"
"3204302","How to use a bash script variable with sed"
"12524437","Output JSON from Bash script"
"1506902","Why do processes spawned by cron end up defunct?"
"11904907","Redirect stdout and stderr to Function"
"6997430","Looping over input fields as array"
"10032078","What does '$?' mean in bash scripts?"
"29832037","how to get script directory in POSIX sh?"
"9800989","Copy every file of entire directory structure into base path of another"
"2134259","How do I execute a command from a specific directory without actually changing to that directory"
"18042369","-bash: export: `=': not a valid identifier"
"16555150","pipe here document command to log file"
"14805591","How to convert strings like ""19-FEB-12"" to epoch date in UNIX"
"34391838","Best way to define ""conditional"" aliases in shell"
"11790535","Extracting data from HTML table"
"16049399","a bash script to change postgresql user password"
"3955571","How to pass variable arguments from bash script to python script"
"5918436","Bash Script Loop Through MySQL"
"7294056","How to lookup the meaning of exit codes for Linux command line utilities?"
"5129276","how to redirect stdout of 2nd process back to stdin of 1st process?"
"29932355","Is it secure to store EC2 User-Data shell scripts in a private S3 bucket?"
"8078167","Bizarre issue with printf in bash script:""09"" and ""08"" are invalid numbers, ""07"" and ""06"" are fine"
"10821597","How to kill Django runserver sub processes from a bash script?"
"7399713","Checking in bash and csh if a command is builtin"
"1247069","How can I assign the match of my regular expression to a variable?"
"3404096","how do I find where a executable is present in macosx?"
"5346896","Print everything on line after match"
"16258436","How to Bash Complete Three-Part Pattern"
"21465789","How can I download a file from Heroku bash?"
"3104209","Bash: Concatenate all arguments and wrap them with double quotes"
"9871585","How to find and replace text in a existing PDF file with PDFTK (or other command line application)"
"630405","Converting XCF and other files using command line with GIMP?"
"7085429","Terminating SSH session executed by bash script"
"4343868","Fastest way to compare directory state, or hashing for fun and profit"
"8482843","Git commit bash script"
"18383291","Loop over set of strings containing spaces"
"3497202","How does bash know where my variable names end?"
"1082953","shlex alternative for Java"
"2998362","SVN Export Only Changed Files"
"15659848","How to check if variable is even in bash?"
"18722835","Cygwin git tab completion"
"6161328","What exactly does this do: exec > > (command)"
"4368818","Any way to execute a piped command in Python using subprocess module, without using shell=True?"
"16959337","/usr/bin/time --format output elapsed time in milliseconds"
"511683","bash: get list of commands starting with a given string"
"10363921","How to gzip all files in all sub-directories in bash"
"2435062","What happened to the TMP environment variable?"
"12942042","Pipe | Redirection < > Precedence"
"103316","In bash, environmental variables not tab-expanding correctly"
"12283463","In bash, how do I join N parameters together as a string"
"29188015","octal expansion difference between [ and [[?"
"7612320","Bash, weird variable scope when populating array with results"
"17435056","Read Bash Variables into a Python Script"
"4484183","Save file as root after editing as non-root"
"22869192","Git Bash won't run my python files?"
"9915610","The difference between $* and $@"
"3066027","bash script code help to make zip/tar of several folders "
"21532233","How to get the process id of command executed in bash script?"
"18769290","decrypt multiple OpenPGP files in a directory"
"1898553","Return a regex match in a BASH script, instead of replacing it"
"3831131","RubyGems + Cygwin: POSIX path not found by ruby.exe"
"6297271","BASH: Is ""export"" needed, when setting a variable in .bashrc?"
"6109700","In bash, what's the regular expression to list two types of files?"
"14823830","bash ~ for loop over specific files in a directory"
"8723987","Integer addition in shell"
"8402919","How to make GREP select only numeric values?"
"793308","Unable to find release notes for Bash"
"10725238","Opening default text editor in bash?"
"9023164","In Bash, how can I run multiple infinitely-running commands and cancel them all with ^C?"
"13596531","How to search for non-ASCII characters with bash tools?"
"841670","Like to store all command-line arguments to a bash script into a single variable"
"12169710","formatted modified date/time on mac bash?"
"20485749","How to set a variable to current date and date-1 in linux?"
"3735858","Change Default Group in Script"
"18185920","Bash associative array size"
"14177700","Copy current command at bash prompt to clipboard"
"2437976","Get color output in bash"
"119788","How to compare files with same names in two different directories using a shell script"
"26983419","why do perl, ruby use /dev/urandom"
"12691461","Exactly what does env do in Bash?"
"2652494","Parsing the first column of a csv file to a new file"
"4857424","Extract lines between 2 tokens in a text file using bash"
"9625316","What color options exist for ack(-grep) for colorization of output, logs, etc?"
"5861428","bash script, erase previous line?"
"9829769","Strange ""half to even"" rounding in different languages"
"10124314","Grab the filename in Unix out of full path"
"852814","How can I remove missing files with spaces in svn?"
"5720194","Bash argument passing to child ($@ or $*)"
"11366184","find while loop with files containing spaces in bash"
"2135644","How can I define a bash alias as a sequence of multiple commands?"
"4383135","Escaping MYSQL command lines via Bash Scripting"
"2731568","spawn an entirely separate proccess in linux via bash"
"2621062","How do I write an alias for grep -R?"
"17751199","Perl script in bash's HereDoc"
"15325548","How to use tail in combination with sed ."
"2314500","Git post-receive hook not working"
"8760505","Is it possible to ""unsource"" in bash?"
"4594319","shell replace cr\lf by comma"
"2144218","How can I hide a password/username used in a bash script for accessing MySQL?"
"1941242","The not-so-useless ""yes"" bash command: how to confirm a command in every loop"
"9045001","Bash: ""printf %q $str"" deletes spaces when in scripts. (Alternatives?)"
"9708028","AWK: return value to shell script"
"14390955","How to echo ""$x_$y"" in bash script?"
"31676918","Surprising array expansion behaviour"
"31476600","How do you take a suffix of a string in bash using negative offsets?"
"7167424","replace all symlinks with original"
"18123554","How to automatically accept the remote key when rsyncing?"
"5792707","Cannot change RVM gemset from shell script via `rvm gemset use`"
"13376396","Range with leading zero in bash"
"10654135","Take the last part of the folder path in shell"
"4717250","extracting unique values between 2 sets/files"
"4189383","Bash script to detect when my USB is plugged in and to then sync it with a Directory"
"16080716","Execute multiple commands in a bash script sequentially and fail if at least one of them fails"
"8520463","*nix: perform set union/intersection/difference of lists"
"21985492","Recursively change file extensions in Bash"
"7364709","bash script - check if mysql database exists peform action based on result"
"8217049","Bash associative array sorting"
"4812257","using compound conditions in bash shell script"
"8663595","bash for inline command"
"15013481","In bash, how to store a return value in a variable?"
"2171966","Bash rename extension recursive"
"18393521","bashrc not loading until run bash command"
"3200252","Prompt user to select a directory with a bash script and read result"
"10307280","How to define a shell script with variable number of arguments?"
"14409446","command not found: complete"
"9174206","How to pipe Bash Shell command's ouput line by line to Perl for Regex processing?"
"11237794","How to compare two decimal numbers in bash/awk?"
"320313","echo ""-e"" doesn't print anything"
"5826427","Can a python script execute a function inside a bash script?"
"2581696","How do I use a variable argument number in a bash script?"
"3065067","How do I set bash environment variables from a script?"
"9067993","Upload to s3 with curl using pre-signed URL (getting 403)"
"13057454","Where does rsync keep the log file for complete and incomplete data transfers?"
"803653","bash completion for certain types of files in a special directory"
"23369917","Cleaner way to write multiple sed commands?"
"7507846","Utility To Count Number Of Lines Of Code In Python Or Bash"
"13386292","On OS X, how do I change my shell from fish back to bash?"
"5643132","Trap signal in child background process"
"9926616","Is echo atomic when writing single lines"
"23934425","Parse ifconfig to get only my IP address using Bash"
"2416662","What are the PowerShell equivalent of Bash's && and || operators?"
"1537956","Bash: limit the number of concurrent jobs?"
"25142822","Error = find: -exec: no terminating "";"" or ""+"""
"5985060","Bash script: Using ""script"" command from a bash script for logging a session"
"8082947","How to pass an array to a bash function"
"10535985","How to remove filename prefix with an Posix shell"
"3477213","Is there for the bash something like perls __DATA__?"
"19538669","Run bash script with sh"
"14679178","Why does ssh wait for my subshells without -t, and kill them with -t?"
"4768860","Shell script: Ensure that script isn't executed if already running"
"1643347","Is there a good way to detect a stale NFS mount"
"8889302","What is the meaning of a question mark in bash variable parameter expansion as in ${var?}?"
"6896025","Echo a large chunk of text to a file using Bash"
"12048906","Capturing SSH output as variable in bash script"
"18921350","Shell Script: correct way to declare an empty array"
"11776468","Create associative array in bash 3"
"4137262","Is there an easy way to determine if user input is an integer in bash?"
"11316986","How to convert ISO8859-15 to UTF8"
"19246470","How to get in script whether valgrind found memory leaks?"
"6686576","Easiest way to produce guitar chords in linux and/or python"
"4114712","How do I create a new file on a remote host in fabric (python deployment tool)?"
"6744006","Can I use sed to manipulate a variable in bash?"
"20538867","what the meaning of this link in linux script"
"2556103","Is it possible to get the exit code from a subshell?"
"194725","How can I make the ""find"" Command on OS X default to the current directory?"
"5079180","Difference between Batch and Bash files"
"7169202","Alternatives to system() in R for calling sed, rsync, ssh etc.: Do functions exist, should I write my own, or am I missing the point?"
"12164505","Bash line comment continuation"
"26522789","How to run .sh on Windows Command Prompt?"
"3088556","testing command line utilities"
"4023703","shell script output to clipboard"
"18431285","Bash: check if a user is in a group"
"3762084","git: empty arguments in post-receive hook"
"34340706","Incorrect results with bash process substitution and tail?"
"1300620","Find all files in a directory that are not directories themselves"
"5455779","bash: value too great for base (error token is ""0925"")"
"2625976","Sorting Space Delimited Numbers with Linux/Bash"
"5299886","Find out where an environment variable was last set in bash"
"1673649",".vimrc action onclose"
"2003803","Show Hexadecimal Numbers Of a File"
"1500204","How do I Remove Specific Characters From File Names Using BASH"
"16773189","""Hacking"" a way to a remote shell in 5 characters"
"15785522","Catch SIGINT in bash, handle AND ignore"
"3533253","How to simulate a cron job"
"5789526","Log rotating with a Bash script"
"1098786","Run bash script from Windows PowerShell"
"20572934","get the name of the caller script in bash script"
"19120263","Why exit code 141 with grep -q?"
"15376562","Can't write to named pipe"
"1398588","How to run processes piped with bash on multiple cores?"
"4053876","Using netcat (nc) as an HTTP proxy server and monitor"
"37586811","Pass commands as input to another command (su, ssh, sh, etc)"
"6870221","Is there any mutex/semaphore mechanism in shell scripts?"
"16995425","How does cmd > /dev/null 2>&1 work?"
"29688115","How do I check if an environment variable is set in cmake"
"5805932","How to create a MySQL user without password - needed for remote login - to be used in bash insert script?"
"3340349","find results piped to zcat and then to head"
"2081830","Display output of a Bash command and keeping the output in a variable"
"9911056","bash for i in {1..$1} doesn't work as expected"
"7653446","Using an alias in find -exec"
"8200349","Convert numbered pinyin to pinyin with tone marks"
"8641109","Encrypt a file using bash shell script"
"4261726","Kill bash script foreground children when a signal comes"
"7248031","Meaning of $? in shell scripts"
"8234711","Bash working code to delete first or last line from file"
